date,Action,Adventure,Comedy,Drama,Horror,Thriller/Suspense
200601,0.152123266,0.231897117,0.274551759,0.230195165,0.111232693,0
200602,0.076488629,0.344048856,0.239366673,0.132611095,0.156460794,0.051023953
200603,0.183583917,0.28309632,0.225793837,0.100863365,0.115545368,0.091117193
200604,0.06912678,0.223196677,0.331895373,0.211192565,0.101816696,0.062771908
200605,0.33740223,0.25113156,0.097114661,0.083424443,0.061259881,0.169667225
200606,0.089090967,0.390980322,0.330171379,0.119996369,0.069760962,0
200607,0.097908294,0.476227376,0.275705118,0.077452544,0.036131284,0.036575383
200608,0.059640152,0.16902532,0.319802,0.333767449,0.062333459,0.05543162
200609,0.175592066,0.218874432,0.158551938,0.317386614,0.052127904,0.077467046
200610,0.086221794,0.098864644,0.194866682,0.357115201,0.205694998,0.05723668
200611,0.18180888,0.345312581,0.275003969,0.10376408,0.038445723,0.055664767
200612,0.120049145,0.295024627,0.081759931,0.40701441,0.067666753,0.028485133
200701,0.123740094,0.318944727,0.204136786,0.191980025,0.066865625,0.094332743
200702,0.137269452,0.292481698,0.205638771,0.204685842,0.059238016,0.100686221
200703,0.14904711,0.273837966,0.218436831,0.208181929,0.053159816,0.097336347
200704,0.15660232,0.264322705,0.210894544,0.200216098,0.054090889,0.113873443
200705,0.110612068,0.343727895,0.206109261,0.200716398,0.052519264,0.086315116
200706,0.135813929,0.337268102,0.177799426,0.198248773,0.057250071,0.093619699
200707,0.164926084,0.328983243,0.163107844,0.197147843,0.057129702,0.088705284
200708,0.181937909,0.325399576,0.159969208,0.164650979,0.060299427,0.107742901
200709,0.181934797,0.319941721,0.174104021,0.153849519,0.066978812,0.103191131
200710,0.184416966,0.329929176,0.178637481,0.144196106,0.062238914,0.100581357
200711,0.180544457,0.318471365,0.165360368,0.173474032,0.066897393,0.095252384
200712,0.164663292,0.328727356,0.187249947,0.131861634,0.10105389,0.086443882
200801,0.177345774,0.323156046,0.186792377,0.118407774,0.107504611,0.086793418
200802,0.163176543,0.346326345,0.185119667,0.115301571,0.103191608,0.086884265
200803,0.140927194,0.375798607,0.170934499,0.110533595,0.110580686,0.091225419
200804,0.140681018,0.379345986,0.17052237,0.109523854,0.125375697,0.074551075
200805,0.146402845,0.358232864,0.187756156,0.104489206,0.122390547,0.080728382
200806,0.128672406,0.374564171,0.203713461,0.102033026,0.11033583,0.080681106
200807,0.185625547,0.330505574,0.197130485,0.100049345,0.107902029,0.078787019
200808,0.174779883,0.344563448,0.209717735,0.102805332,0.113223286,0.054910317
200809,0.167438622,0.343561001,0.203612919,0.105503204,0.106888145,0.07299611
200810,0.165209001,0.338808653,0.19262909,0.101411074,0.124789951,0.077152231
200811,0.167577777,0.334029155,0.194807553,0.114483583,0.116523936,0.072577997
200812,0.171837701,0.31273442,0.200583753,0.150297054,0.080316446,0.084230626
200901,0.155543022,0.321005832,0.187383576,0.150505324,0.093395916,0.09216633
200902,0.158371792,0.313606183,0.189369622,0.142474147,0.107580461,0.088597794
200903,0.165096337,0.307246174,0.188063374,0.138511504,0.116483689,0.084598922
200904,0.176775346,0.30136975,0.184647987,0.148817895,0.097105192,0.091283831
200905,0.197611972,0.288695327,0.168236583,0.144480998,0.102841065,0.098134054
200906,0.233427208,0.236669862,0.18165718,0.150640969,0.104146716,0.093458065
200907,0.150390481,0.291792345,0.188600033,0.167168992,0.107705549,0.0943426
200908,0.169794653,0.272346951,0.166354338,0.170006887,0.117315215,0.104181956
200909,0.17021907,0.279574073,0.160618035,0.159398394,0.140234471,0.089955957
200910,0.17100521,0.286812369,0.180517443,0.150681343,0.117003517,0.093980118
200911,0.169633486,0.271344042,0.164728253,0.181056612,0.115638284,0.097599323
200912,0.233351434,0.280100759,0.135676196,0.151213617,0.111433489,0.088224506
201001,0.247693919,0.276297967,0.136845724,0.151882435,0.105540448,0.081739507
201002,0.242842622,0.26966492,0.128362267,0.157034386,0.110975501,0.091120304
201003,0.230614179,0.301462664,0.122364535,0.167256097,0.092989807,0.085312717
201004,0.231508831,0.302305853,0.123353712,0.162427936,0.105278096,0.075125572
201005,0.261128722,0.264808819,0.135029277,0.174592536,0.100980796,0.06345985
201006,0.22452496,0.311161304,0.114568693,0.190032845,0.099614271,0.060097928
201007,0.225954482,0.294279686,0.108506634,0.176715962,0.096540803,0.098002434
201008,0.213307526,0.298203721,0.119223184,0.185314159,0.091541934,0.092409476
201009,0.211413789,0.292622073,0.121750104,0.189599379,0.085043795,0.099570859
201010,0.216641697,0.278594157,0.099914577,0.20156735,0.109684411,0.093597808
201011,0.212408708,0.313103439,0.109811809,0.156481517,0.112531819,0.095662708
201012,0.146306736,0.331662509,0.132094237,0.152521345,0.11973881,0.117676362
201101,0.151570882,0.327063636,0.137334068,0.153641562,0.113261932,0.117127921
201102,0.160373967,0.329962904,0.155803865,0.14804358,0.093543898,0.112271786
201103,0.1757868,0.291146683,0.155819639,0.143770799,0.095697407,0.137778672
201104,0.169314935,0.301905328,0.14993012,0.142346108,0.097113903,0.139389606
201105,0.132571346,0.313786207,0.18016232,0.135396774,0.10135788,0.136725474
201106,0.179513067,0.286004749,0.172258066,0.107056169,0.10085477,0.154313179
201107,0.204467622,0.29103211,0.186071992,0.10582677,0.101337531,0.111263976
201108,0.19396047,0.307757686,0.172199304,0.110604445,0.104321817,0.111156278
201109,0.199386833,0.301823344,0.166013892,0.126068793,0.094134835,0.112572303
201110,0.198779461,0.320624455,0.165952141,0.116275226,0.08611959,0.112249126
201111,0.195478165,0.30073692,0.170891961,0.139762539,0.085669474,0.107460941
201112,0.236913832,0.274586466,0.157615394,0.145570378,0.084520792,0.100793138
201201,0.238781476,0.270189709,0.15284552,0.144887022,0.087411633,0.10588464
201202,0.237074242,0.267317511,0.130648473,0.157658867,0.095119305,0.112181603
201203,0.215706644,0.278190474,0.141682036,0.147510004,0.093398382,0.123512461
201204,0.21150913,0.27473872,0.150469821,0.152015332,0.081142557,0.13012444
201205,0.263496885,0.251981441,0.119561263,0.155563112,0.079037876,0.130359422
201206,0.198084892,0.281432087,0.152005867,0.154930197,0.085342829,0.128204128
201207,0.216643346,0.270554637,0.134674308,0.158115319,0.085937385,0.134075005
201208,0.229928901,0.260737961,0.13559617,0.151954509,0.080080097,0.141702361
201209,0.229647649,0.273199162,0.139569513,0.139432513,0.085826621,0.132324541
201210,0.219655077,0.257420158,0.145085258,0.135534822,0.084983285,0.1573214
201211,0.235348389,0.246403502,0.119947161,0.165712917,0.082020919,0.150567113
201212,0.201106208,0.270261522,0.129373662,0.15498846,0.084444247,0.159825902
201301,0.193388318,0.268429139,0.138835677,0.151515046,0.094113977,0.153717843
201302,0.193159178,0.267718141,0.159694885,0.144239269,0.088819818,0.146368708
201303,0.207747098,0.276704447,0.144474749,0.152759939,0.090501606,0.127812162
201304,0.208360317,0.270078243,0.135486085,0.157321459,0.100325786,0.128428109
201305,0.202732656,0.275339363,0.131328451,0.162315268,0.09328405,0.135000211
201306,0.249697359,0.243029383,0.118155255,0.160578679,0.098459887,0.130079437
201307,0.230123372,0.244612748,0.129263665,0.153637782,0.120903355,0.121459079
201308,0.233422255,0.24998804,0.139241313,0.154258044,0.113185903,0.109904446
201309,0.232954504,0.250660745,0.136675487,0.151106354,0.116458561,0.112144349
201310,0.233413903,0.247139502,0.139522237,0.163377086,0.100648933,0.115898338
201311,0.232726403,0.285189532,0.157008634,0.09958139,0.104764531,0.12072951
201312,0.246250512,0.27874536,0.164899844,0.10462511,0.103377738,0.102101435
201401,0.24375543,0.288942039,0.166281664,0.108895056,0.09289594,0.099229871
201402,0.248077639,0.305028555,0.145588156,0.120658594,0.088482226,0.09216483
201403,0.258006036,0.295100232,0.152391632,0.132570156,0.087597064,0.07433488
201404,0.271835854,0.298282228,0.154760035,0.128591576,0.081183404,0.065346903
201405,0.273253494,0.300056651,0.165283084,0.121946004,0.083621153,0.055839614
201406,0.269784914,0.303453751,0.160319719,0.141253222,0.073930371,0.051258022
201407,0.263553838,0.304398722,0.163494584,0.150220129,0.054777631,0.063555096
201408,0.27852748,0.298864158,0.151558254,0.151414975,0.049825422,0.06980971
201409,0.29862496,0.291609691,0.153694523,0.154262288,0.032692949,0.069115589
201410,0.300389786,0.295995172,0.144326873,0.152291333,0.052536555,0.054460282
201411,0.274174386,0.288158357,0.141713155,0.155055051,0.052361111,0.08853794
201412,0.251262772,0.283889781,0.121317658,0.20500101,0.051828175,0.086700603
201501,0.252551774,0.285178782,0.113697546,0.210028848,0.047197692,0.091345358
201502,0.253395746,0.275730862,0.122903088,0.208370796,0.051991896,0.087607612
201503,0.25505787,0.261383641,0.128860741,0.211645253,0.05474166,0.088310835
201504,0.264971346,0.257952682,0.119345741,0.21401574,0.054547185,0.089167306
201505,0.260372079,0.254685341,0.12215672,0.210885559,0.063501125,0.088399177
201506,0.275831591,0.262544248,0.119234019,0.188975229,0.070075731,0.083339182
201507,0.295623988,0.25453128,0.122872213,0.188085959,0.06599381,0.072892751
201508,0.283767609,0.248949197,0.115684273,0.203700806,0.073913217,0.073984899
201509,0.26348086,0.259996916,0.115964132,0.199633187,0.084612333,0.076312572
201510,0.262767095,0.258357205,0.116109833,0.19136969,0.08547022,0.085925957
201511,0.281349659,0.235940661,0.114594663,0.199588121,0.085178367,0.083348529
201512,0.266295116,0.296426328,0.125274899,0.147098481,0.086795454,0.078109723
201601,0.260097381,0.299524254,0.131284024,0.138324035,0.088064291,0.082706015
201602,0.279269981,0.289511977,0.128559923,0.129217561,0.088906299,0.084534259
201603,0.289547135,0.295767403,0.12073096,0.115049599,0.084505419,0.094399484
201604,0.265532553,0.321660886,0.134103651,0.10686535,0.079487889,0.092349671
201605,0.269014445,0.325462381,0.123571629,0.107873147,0.075366811,0.098711588
201606,0.227636611,0.344499814,0.117568223,0.119014148,0.085475874,0.105805329
201607,0.195105795,0.365965578,0.119220977,0.108406109,0.104550178,0.106751363
201608,0.208522927,0.367623904,0.123746548,0.089482693,0.112403892,0.098220036
201609,0.204545252,0.36807871,0.122378331,0.099378798,0.106085437,0.099533472
201610,0.211469712,0.373629371,0.130468876,0.100819,0.091607704,0.092005338
201611,0.215038054,0.386756438,0.126097302,0.113599752,0.091921543,0.066586911
201612,0.225092479,0.359665266,0.118887854,0.127750999,0.087898664,0.080704738
201701,0.227709838,0.346496839,0.106102058,0.134385293,0.110826907,0.074479065
201702,0.202264457,0.351132666,0.101085928,0.133843989,0.139453747,0.072219212
201703,0.203824981,0.357943426,0.095087528,0.1369104,0.143503872,0.062729793
201704,0.223759909,0.333220627,0.089293994,0.141746757,0.145647781,0.066330932
201705,0.20741994,0.336540542,0.093146214,0.143669264,0.156729527,0.062494514
201706,0.23924948,0.331679094,0.081337583,0.136294812,0.146190396,0.065248635
201707,0.299860984,0.289607465,0.068946146,0.143875365,0.129201245,0.068508795
201708,0.28497241,0.29117997,0.064925163,0.145272602,0.136535433,0.077114421
201709,0.286239745,0.267629383,0.059375343,0.126898395,0.187807733,0.072049401
201710,0.285979721,0.26713551,0.055219604,0.127459917,0.198667029,0.065538218
201711,0.312133682,0.233046217,0.069417786,0.125260079,0.196810546,0.06333169
201712,0.30415991,0.259285386,0.074015082,0.115207044,0.194347405,0.052985172
201801,0.316432207,0.264199588,0.074785594,0.115537246,0.179256313,0.049789052
201802,0.361089316,0.25310986,0.076611941,0.115295425,0.14294672,0.050946739
201803,0.343732822,0.249274698,0.079596335,0.12264085,0.14650608,0.058249214
201804,0.361939291,0.226559092,0.0787542,0.109171801,0.166542447,0.057033168
201805,0.363779971,0.229725043,0.078439856,0.108126034,0.157200569,0.062728526
201806,0.36951113,0.231698853,0.084500008,0.105351478,0.153933983,0.055004549
201807,0.364370572,0.23809004,0.076088706,0.105614938,0.165240402,0.050595343
201808,0.372138685,0.24454367,0.076177142,0.10660005,0.152359795,0.048180657
201809,0.376664628,0.254053244,0.091771638,0.109066556,0.12086194,0.047581994
201810,0.373971234,0.242074972,0.084474118,0.126631116,0.135157193,0.037691367
201811,0.326405912,0.291129126,0.080955753,0.124432517,0.135207395,0.041869296
201812,0.373676549,0.236695452,0.075889689,0.129649501,0.142133662,0.041955146
201901,0.361934394,0.233783961,0.085220634,0.126485509,0.139912878,0.052662624
201902,0.32777803,0.260898478,0.085918388,0.121001735,0.146105649,0.05829772
201903,0.347798412,0.245852241,0.089335964,0.111456612,0.139421252,0.066135518
201904,0.367342995,0.247261546,0.080395758,0.115101251,0.129082259,0.06081619
201905,0.347782787,0.263264964,0.07633364,0.121347659,0.134654884,0.056616067
201906,0.312893181,0.28087233,0.073799219,0.122580129,0.152712651,0.057142491
201907,0.286535141,0.305337172,0.072797703,0.119683783,0.147123254,0.068522947
201908,0.279684521,0.298370165,0.076375003,0.122206339,0.150841205,0.072522767
201909,0.273018099,0.292985131,0.062428084,0.136792743,0.163547372,0.071228572
201910,0.265832935,0.317029659,0.070635824,0.113197002,0.134415595,0.098888985
201911,0.27621988,0.30251438,0.061806906,0.121665125,0.138920661,0.098873049
201912,0.236542117,0.341921258,0.053756293,0.118654444,0.135873571,0.113252318
202001,0.25327505,0.345866111,0.046133084,0.115784537,0.134683207,0.104258011
202002,0.249886691,0.339701363,0.044687746,0.117773055,0.149399292,0.098551854
202003,0.231262935,0.357378139,0.040316079,0.121659229,0.161189137,0.088194481
202004,0.160199663,0.407816032,0.041870175,0.133106224,0.157201572,0.099806334
202005,0.148856534,0.402668485,0.03878554,0.135840477,0.164333732,0.109515231
202006,0.159018687,0.366578747,0.039097449,0.153401632,0.15712927,0.124774215
202007,0.127578312,0.352680811,0.043031129,0.181606826,0.167627208,0.127475713
202008,0.110500438,0.372711124,0.031771638,0.185278169,0.171601051,0.128137579
202009,0.131132219,0.418933256,0.035940696,0.166048897,0.10910176,0.138843172
202010,0.136186886,0.441706057,0.025901021,0.190017965,0.122910264,0.083277807
202011,0.144255347,0.465409196,0.020866048,0.105989781,0.157924528,0.105555101
202012,0.287563405,0.270904317,0.039420557,0.06369008,0.279565852,0.058855789
